fecha_hora,municipio,wigos_id,variable,valor,unidad,phenomenon_time,latitud,longitud,fuente
2026-01-16 18:00:00+00:00,GUAYARAMERIN,0-68-0-810201111863,total_precipitation_or_total_water_equivalent,3.4000000000000004,kg m-2,2026-01-15T18:00:00Z/2026-01-16T18:00:00Z,-10.83391,-65.34004,SENAMHI Bolivia - WIS 2.0
2026-01-16 19:00:00+00:00,GUAYARAMERIN,0-68-0-810201111863,air_temperature,26.88,Celsius,2026-01-16T19:00:00Z,-10.83391,-65.34004,SENAMHI Bolivia - WIS 2.0
2026-01-16 19:00:00+00:00,GUAYARAMERIN,0-68-0-810201111863,relative_humidity,91.0,%,2026-01-16T19:00:00Z,-10.83391,-65.34004,SENAMHI Bolivia - WIS 2.0
2026-01-16 19:00:00+00:00,GUAYARAMERIN,0-68-0-810201111863,total_precipitation_or_total_water_equivalent,3.4000000000000004,kg m-2,2026-01-15T19:00:00Z/2026-01-16T19:00:00Z,-10.83391,-65.34004,SENAMHI Bolivia - WIS 2.0
2026-01-16 20:00:00+00:00,GUAYARAMERIN,0-68-0-810201111863,air_temperature,26.07,Celsius,2026-01-16T20:00:00Z,-10.83391,-65.34004,SENAMHI Bolivia - WIS 2.0
2026-01-16 20:00:00+00:00,GUAYARAMERIN,0-68-0-810201111863,relative_humidity,96.0,%,2026-01-16T20:00:00Z,-10.83391,-65.34004,SENAMHI Bolivia - WIS 2.0
2026-01-16 20:00:00+00:00,GUAYARAMERIN,0-68-0-810201111863,total_precipitation_or_total_water_equivalent,3.4000000000000004,kg m-2,2026-01-15T20:00:00Z/2026-01-16T20:00:00Z,-10.83391,-65.34004,SENAMHI Bolivia - WIS 2.0
2026-01-16 21:00:00+00:00,GUAYARAMERIN,0-68-0-810201111863,air_temperature,25.42,Celsius,2026-01-16T21:00:00Z,-10.83391,-65.34004,SENAMHI Bolivia - WIS 2.0
2026-01-16 21:00:00+00:00,GUAYARAMERIN,0-68-0-810201111863,relative_humidity,100.0,%,2026-01-16T21:00:00Z,-10.83391,-65.34004,SENAMHI Bolivia - WIS 2.0
2026-01-16 21:00:00+00:00,GUAYARAMERIN,0-68-0-810201111863,total_precipitation_or_total_water_equivalent,3.4000000000000004,kg m-2,2026-01-15T21:00:00Z/2026-01-16T21:00:00Z,-10.83391,-65.34004,SENAMHI Bolivia - WIS 2.0
2026-01-16 22:00:00+00:00,GUAYARAMERIN,0-68-0-810201111863,air_temperature,25.07,Celsius,2026-01-16T22:00:00Z,-10.83391,-65.34004,SENAMHI Bolivia - WIS 2.0
2026-01-16 22:00:00+00:00,GUAYARAMERIN,0-68-0-810201111863,relative_humidity,100.0,%,2026-01-16T22:00:00Z,-10.83391,-65.34004,SENAMHI Bolivia - WIS 2.0
2026-01-16 22:00:00+00:00,GUAYARAMERIN,0-68-0-810201111863,total_precipitation_or_total_water_equivalent,3.4000000000000004,kg m-2,2026-01-15T22:00:00Z/2026-01-16T22:00:00Z,-10.83391,-65.34004,SENAMHI Bolivia - WIS 2.0
2026-01-16 23:00:00+00:00,GUAYARAMERIN,0-68-0-810201111863,air_temperature,24.2,Celsius,2026-01-16T23:00:00Z,-10.83391,-65.34004,SENAMHI Bolivia - WIS 2.0
2026-01-16 23:00:00+00:00,GUAYARAMERIN,0-68-0-810201111863,relative_humidity,100.0,%,2026-01-16T23:00:00Z,-10.83391,-65.34004,SENAMHI Bolivia - WIS 2.0
